County,County No State,Origin,Origin (2014-18 US),Origin (tooltip),State,County % by Origin,County N Imm,Number of Records,Round County N Imm,Round Total Imm Pop,Total Imm Pop,Total US Pop
"Sumter County, Florida",Sumter County,Jordan,Jordan,Jordan,Florida,0,0,1,,87200,87215,329725481
"Sumter County, Florida",Sumter County,Kazakhstan,Kazakhstan,Kazakhstan,Florida,0.0010319,35,1,,33900,33918,329725481
"Sumter County, Florida",Sumter County,Kenya,Kenya,Kenya,Florida,0,0,1,,150900,150926,329725481
"Sumter County, Florida",Sumter County,Korea,Korea,Korea,Florida,9.08E-05,94,1,,1035300,1035281,329725481
"Sumter County, Florida",Sumter County,Kuwait,Kuwait,Kuwait,Florida,0,0,1,,33700,33670,329725481
"Sumter County, Florida",Sumter County,Laos,Laos,Laos,Florida,0,0,1,,178200,178195,329725481
"Sumter County, Florida",Sumter County,Latin America,Latin America,Latin America,Florida,0.000160237,3595,1,3600,22435500,22435537,329725481
"Sumter County, Florida",Sumter County,Latvia,Latvia,Latvia,Florida,0,0,1,,23100,23070,329725481
"Sumter County, Florida",Sumter County,Lebanon,Lebanon,Lebanon,Florida,6.79E-05,9,1,,132500,132520,329725481
"Sumter County, Florida",Sumter County,Liberia,Liberia,Liberia,Florida,0,0,1,,95300,95254,329725481
"Sumter County, Florida",Sumter County,Lithuania,Lithuania,Lithuania,Florida,0.001172402,40,1,,34100,34118,329725481
"Sumter County, Florida",Sumter County,MENA: Middle East* and North Africa,MENA: Middle East* and North Africa,MENA: Middle East* and North Africa,Florida,3.58E-05,44,1,,1229800,1229834,329725481
"Sumter County, Florida",Sumter County,Macedonia,Macedonia,Macedonia,Florida,0,0,1,,27700,27747,329725481
"Sumter County, Florida",Sumter County,Malaysia,Malaysia,Malaysia,Florida,0,0,1,,81200,81169,329725481
"Sumter County, Florida",Sumter County,Mexico,Mexico,Mexico,Florida,8.76E-05,950,1,,10850300,10850260,329725481
"Sumter County, Florida",Sumter County,Micronesia,Micronesia,Micronesia,Florida,0,0,1,,30900,30920,329725481
"Sumter County, Florida",Sumter County,Middle Africa,Middle Africa,Middle Africa,Florida,0,0,1,,183800,183786,329725481
"Sumter County, Florida",Sumter County,Moldova,Moldova,Moldova,Florida,0,0,1,,52100,52107,329725481
"Sumter County, Florida",Sumter County,Morocco,Morocco,Morocco,Florida,0,0,1,,88100,88132,329725481
"Sumter County, Florida",Sumter County,Myanmar (Burma),Myanmar (Burma),Myanmar (Burma),Florida,0.000179539,28,1,,156000,155955,329725481
"Sumter County, Florida",Sumter County,Nepal,Nepal,Nepal,Florida,0,0,1,,153900,153937,329725481
"Sumter County, Florida",Sumter County,Netherlands,Netherlands,Netherlands,Florida,0.000963689,81,1,,84100,84052,329725481
"Sumter County, Florida",Sumter County,Nicaragua,Nicaragua,Nicaragua,Florida,2.82E-05,7,1,,248100,248138,329725481
"Sumter County, Florida",Sumter County,Nigeria,Nigeria,Nigeria,Florida,0,0,1,,396600,396630,329725481
"Sumter County, Florida",Sumter County,Northern Africa,Northern Africa,Northern Africa,Florida,8.57E-05,35,1,,408300,408257,329725481
"Sumter County, Florida",Sumter County,Northern America,Northern America,Northern America,Florida,0.00139822,1158,1,1200,828200,828196,329725481
"Sumter County, Florida",Sumter County,Northern Europe,Northern Europe,Northern Europe,Florida,0.000725781,693,1,,954800,954833,329725481
"Sumter County, Florida",Sumter County,"Northern Triangle: El Salvador, Guatemala, Honduras","Northern Triangle: El Salvador, Guatemala, Honduras","Northern Triangle: El Salvador, Guatemala, Honduras",Florida,6.52E-05,202,1,,3095900,3095903,329725481
"Sumter County, Florida",Sumter County,Norway,Norway,Norway,Florida,0.000906947,20,1,,22100,22052,329725481
"Sumter County, Florida",Sumter County,Oceania,Oceania,Oceania,Florida,8.65E-05,25,1,,289100,289063,329725481
"Sumter County, Florida",Sumter County,Other Middle Africa,Other Middle Africa,Other Middle Africa,Florida,1,10,1,,0,10,329725481
"Sumter County, Florida",Sumter County,Pakistan,Pakistan,Pakistan,Florida,2.33E-05,9,1,,386400,386353,329725481
"Sumter County, Florida",Sumter County,Panama,Panama,Panama,Florida,0.000198706,21,1,,105700,105684,329725481
"Sumter County, Florida",Sumter County,Peru,Peru,Peru,Florida,6.27E-05,29,1,,462200,462230,329725481
"Sumter County, Florida",Sumter County,Philippines,Philippines,the Philippines,Florida,0.000188764,375,1,,1986600,1986609,329725481
"Sumter County, Florida",Sumter County,Poland,Poland,Poland,Florida,0,0,1,,419100,419099,329725481
"Sumter County, Florida",Sumter County,Portugal,Portugal,Portugal,Florida,0.000227407,39,1,,171500,171499,329725481
"Sumter County, Florida",Sumter County,Romania,Romania,Romania,Florida,0.000239989,40,1,,166700,166674,329725481
"Sumter County, Florida",Sumter County,Russia,Russia,Russia,Florida,6.38E-05,26,1,,407600,407564,329725481
"Sumter County, Florida",Sumter County,Saudi Arabia,Saudi Arabia,Saudi Arabia,Florida,0,0,1,,68900,68915,329725481
"Sumter County, Florida",Sumter County,Senegal,Senegal,Senegal,Florida,0,0,1,,31600,31620,329725481
"Sumter County, Florida",Sumter County,Serbia,Serbia,Serbia,Florida,0.000542634,22,1,,40500,40543,329725481
"Sumter County, Florida",Sumter County,Sierra Leone,Sierra Leone,Sierra Leone,Florida,0,0,1,,45200,45198,329725481
"Sumter County, Florida",Sumter County,Singapore,Singapore,Singapore,Florida,0,0,1,,35700,35722,329725481
"Sumter County, Florida",Sumter County,Somalia,Somalia,Somalia,Florida,0,0,1,,99900,99941,329725481
"Sumter County, Florida",Sumter County,South Africa,South Africa,South Africa,Florida,0.000179948,20,1,,111100,111143,329725481
"Sumter County, Florida",Sumter County,South America,South America,South America,Florida,0.000102547,357,1,,3481300,3481333,329725481
"Sumter County, Florida",Sumter County,South Central Asia,South Central Asia,South Central Asia,Florida,2.75E-05,116,1,,4223000,4223004,329725481
"Sumter County, Florida",Sumter County,South Eastern Asia,South Eastern Asia,South Eastern Asia,Florida,0.000123123,528,1,,4288400,4288398,329725481
"Sumter County, Florida",Sumter County,Southern Africa,Southern Africa,Southern Africa,Florida,0.000172622,20,1,,115900,115860,329725481
"Sumter County, Florida",Sumter County,Southern Europe,Southern Europe,Southern Europe,Florida,0.000482682,358,1,,741700,741689,329725481
"Sumter County, Florida",Sumter County,Spain,Spain,Spain,Florida,0,0,1,,120300,120292,329725481
"Sumter County, Florida",Sumter County,Sri Lanka,Sri Lanka,Sri Lanka,Florida,0,0,1,,54900,54882,329725481
"Sumter County, Florida",Sumter County,St. Vincent and the Grenadines,St. Vincent and the Grenadines,St. Vincent and the Grenadines,Florida,0.000417781,10,1,,23900,23936,329725481
"Sumter County, Florida",Sumter County,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Florida,1.55E-05,32,1,,2069300,2069258,329725481
"Sumter County, Florida",Sumter County,Sudan,Sudan,Sudan,Florida,0,0,1,,54800,54762,329725481
"Sumter County, Florida",Sumter County,Sweden,Sweden,Sweden,Florida,0.000484323,23,1,,47500,47489,329725481
"Sumter County, Florida",Sumter County,Switzerland,Switzerland,Switzerland,Florida,0,0,1,,37300,37295,329725481
"Sumter County, Florida",Sumter County,Syria,Syria,Syria,Florida,0,0,1,,105800,105842,329725481
"Sumter County, Florida",Sumter County,Taiwan,Taiwan,Taiwan,Florida,0,0,1,,377800,377844,329725481
"Sumter County, Florida",Sumter County,Thailand,Thailand,Thailand,Florida,0.000136777,35,1,,255900,255891,329725481
"Sumter County, Florida",Sumter County,(All countries),Total immigrants,all countries,Florida,0.000172684,7744,1,7700,44844800,44844808,329725481
"Sumter County, Florida",Sumter County,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,Florida,0.000510515,118,1,,231100,231139,329725481
"Sumter County, Florida",Sumter County,Turkey,Turkey,Turkey,Florida,0,0,1,,132900,132932,329725481
"Sumter County, Florida",Sumter County,Uganda,Uganda,Uganda,Florida,0,0,1,,32900,32934,329725481
"Sumter County, Florida",Sumter County,Ukraine,Ukraine,Ukraine,Florida,0.000136555,51,1,,373500,373476,329725481
"Sumter County, Florida",Sumter County,United Kingdom,United Kingdom,the United Kingdom,Florida,0.000808633,574,1,,709800,709840,329725481
"Sumter County, Florida",Sumter County,Uruguay,Uruguay,Uruguay,Florida,0,0,1,,51500,51525,329725481
"Sumter County, Florida",Sumter County,Uzbekistan,Uzbekistan,Uzbekistan,Florida,0,0,1,,69400,69395,329725481
"Sumter County, Florida",Sumter County,Venezuela,Venezuela,Venezuela,Florida,7.42E-05,34,1,,458000,457958,329725481
"Sumter County, Florida",Sumter County,Vietnam,Vietnam,Vietnam,Florida,6.68E-05,90,1,,1347300,1347339,329725481
"Sumter County, Florida",Sumter County,Western Africa,Western Africa,Western Africa,Florida,1.28E-05,12,1,,933900,933888,329725481
"Sumter County, Florida",Sumter County,Western Asia,Western Asia,Western Asia,Florida,2.94E-05,35,1,,1190200,1190198,329725481
"Sumter County, Florida",Sumter County,Western Europe,Western Europe,Western Europe,Florida,0.000441872,410,1,,927900,927870,329725481
"Sumter County, Florida",Sumter County,Yemen,Yemen,Yemen,Florida,0,0,1,,60900,60865,329725481
"Sumter County, Florida",Sumter County,Zimbabwe,Zimbabwe,Zimbabwe,Florida,0,0,1,,26100,26111,329725481
"Suwannee County, Florida",Suwannee County,Afghanistan,Afghanistan,Afghanistan,Florida,0,0,1,,118500,118496,329725481
"Suwannee County, Florida",Suwannee County,Africa,Africa,Africa,Florida,0,0,1,,2477500,2477515,329725481
"Suwannee County, Florida",Suwannee County,Albania,Albania,Albania,Florida,0,0,1,,101400,101356,329725481
"Suwannee County, Florida",Suwannee County,Americas,Americas,Americas,Florida,7.53E-05,1752,1,1800,23263700,23263733,329725481
"Suwannee County, Florida",Suwannee County,Argentina,Argentina,Argentina,Florida,5.59E-05,11,1,,196800,196841,329725481
"Suwannee County, Florida",Suwannee County,Armenia,Armenia,Armenia,Florida,0,0,1,,95100,95130,329725481
"Suwannee County, Florida",Suwannee County,Asia,Asia,Asia,Florida,1.17E-05,164,1,,13969600,13969568,329725481
"Suwannee County, Florida",Suwannee County,Australia,Australia,Australia,Florida,0.00062108,61,1,,98200,98216,329725481
"Suwannee County, Florida",Suwannee County,Australia and New Zealand Subregion,Australia and New Zealand Subregion,Australia and New Zealand Subregion,Florida,0.000471348,61,1,,129400,129416,329725481
"Suwannee County, Florida",Suwannee County,Austria,Austria,Austria,Florida,0,0,1,,40400,40445,329725481
"Suwannee County, Florida",Suwannee County,Bahamas,Bahamas,Bahamas,Florida,0,0,1,,35000,34975,329725481
"Suwannee County, Florida",Suwannee County,Bangladesh,Bangladesh,Bangladesh,Florida,0,0,1,,259600,259597,329725481
"Suwannee County, Florida",Suwannee County,Barbados,Barbados,Barbados,Florida,0,0,1,,53900,53861,329725481
"Suwannee County, Florida",Suwannee County,Belarus,Belarus,Belarus,Florida,0,0,1,,70100,70143,329725481
"Suwannee County, Florida",Suwannee County,Belgium,Belgium,Belgium,Florida,0,0,1,,35000,35017,329725481
"Suwannee County, Florida",Suwannee County,Belize,Belize,Belize,Florida,0,0,1,,45500,45520,329725481
"Suwannee County, Florida",Suwannee County,Bolivia,Bolivia,Bolivia,Florida,0,0,1,,78800,78808,329725481
"Suwannee County, Florida",Suwannee County,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Florida,0.000279413,30,1,,107400,107368,329725481
"Suwannee County, Florida",Suwannee County,Brazil,Brazil,Brazil,Florida,7.77E-05,40,1,,514500,514496,329725481
"Suwannee County, Florida",Suwannee County,Bulgaria,Bulgaria,Bulgaria,Florida,0,0,1,,74200,74181,329725481
"Suwannee County, Florida",Suwannee County,Cabo Verde,Cabo Verde,Cabo Verde,Florida,0,0,1,,42900,42925,329725481
"Suwannee County, Florida",Suwannee County,Cambodia,Cambodia,Cambodia,Florida,0,0,1,,148400,148389,329725481
"Suwannee County, Florida",Suwannee County,Cameroon,Cameroon,Cameroon,Florida,0,0,1,,76300,76277,329725481
"Suwannee County, Florida",Suwannee County,Canada,Canada,Canada,Florida,5.13E-05,42,1,,818900,818916,329725481
"Suwannee County, Florida",Suwannee County,Caribbean,Caribbean,Caribbean,Florida,6.69E-05,301,1,,4502600,4502553,329725481
"Suwannee County, Florida",Suwannee County,Central America,Central America,Central America,Florida,8.26E-05,1193,1,1200,14451700,14451651,329725481
"Suwannee County, Florida",Suwannee County,"Central America, excluding Mexico","Central America, excluding Mexico","Central America, excl. Mexico",Florida,0.000161604,582,1,,3601400,3601391,329725481
"Suwannee County, Florida",Suwannee County,Chile,Chile,Chile,Florida,9.58E-06,1,1,,104400,104388,329725481
"Suwannee County, Florida",Suwannee County,China,China,China,Florida,3.91E-05,110,1,,2815400,2815423,329725481
"Suwannee County, Florida",Suwannee County,"China, excluding Hong Kong and Taiwan","China, excluding Hong Kong and Taiwan","China, excl. Hong Kong and Taiwan",Florida,5.01E-05,110,1,,2197400,2197387,329725481
"Suwannee County, Florida",Suwannee County,"China, excluding Taiwan","China, excluding Taiwan","China, excl. Taiwan",Florida,4.51E-05,110,1,,2437600,2437579,329725481
"Suwannee County, Florida",Suwannee County,Colombia,Colombia,Colombia,Florida,7.20E-05,60,1,,833600,833554,329725481
"Suwannee County, Florida",Suwannee County,Congo,Congo,Congo,Florida,0,0,1,,32100,32128,329725481
"Suwannee County, Florida",Suwannee County,Costa Rica,Costa Rica,Costa Rica,Florida,0,0,1,,95200,95243,329725481
"Suwannee County, Florida",Suwannee County,Croatia,Croatia,Croatia,Florida,0,0,1,,38500,38451,329725481
"Suwannee County, Florida",Suwannee County,Cuba,Cuba,Cuba,Florida,0.00019266,253,1,,1313200,1313196,329725481
"Suwannee County, Florida",Suwannee County,Czechoslovakia (includes Czech Republic and Slovakia),Czechoslovakia (includes Czech Republic and Slovakia),Czechoslovakia (incl. Czech Republic & Slovakia),Florida,0,0,1,,66100,66081,329725481
"Suwannee County, Florida",Suwannee County,Democratic Republic of Congo (Zaire),Democratic Republic of Congo (Zaire),Democratic Republic of Congo (Zaire),Florida,0,0,1,,55700,55728,329725481
"Suwannee County, Florida",Suwannee County,Denmark,Denmark,Denmark,Florida,0,0,1,,28800,28796,329725481
"Suwannee County, Florida",Suwannee County,Dominica,Dominica,Dominica,Florida,0,0,1,,34100,34090,329725481
"Suwannee County, Florida",Suwannee County,Dominican Republic,Dominican Republic,Dominican Republic,Florida,3.66E-05,44,1,,1201200,1201155,329725481
"Suwannee County, Florida",Suwannee County,Eastern Africa,Eastern Africa,Eastern Africa,Florida,0,0,1,,725200,725232,329725481
"Suwannee County, Florida",Suwannee County,Eastern Asia,Eastern Asia,Eastern Asia,Florida,2.61E-05,110,1,,4213200,4213150,329725481
"Suwannee County, Florida",Suwannee County,Eastern Europe,Eastern Europe,Eastern Europe,Florida,2.45E-05,54,1,,2207600,2207629,329725481
"Suwannee County, Florida",Suwannee County,Ecuador,Ecuador,Ecuador,Florida,0.000153612,71,1,,462200,462202,329725481
"Suwannee County, Florida",Suwannee County,Egypt,Egypt,Egypt,Florida,0,0,1,,212900,212876,329725481
"Suwannee County, Florida",Suwannee County,El Salvador,El Salvador,El Salvador,Florida,0,0,1,,1396000,1395958,329725481
"Suwannee County, Florida",Suwannee County,Eritrea,Eritrea,Eritrea,Florida,0,0,1,,50600,50569,329725481
"Suwannee County, Florida",Suwannee County,Ethiopia,Ethiopia,Ethiopia,Florida,0,0,1,,266400,266439,329725481
"Suwannee County, Florida",Suwannee County,Europe,Europe,Europe,Florida,3.43E-05,166,1,,4844400,4844388,329725481
"Suwannee County, Florida",Suwannee County,Fiji,Fiji,Fiji,Florida,0,0,1,,46200,46174,329725481
"Suwannee County, Florida",Suwannee County,France,France,France,Florida,0,0,1,,184900,184856,329725481
"Suwannee County, Florida",Suwannee County,Germany,Germany,Germany,Florida,0.000104795,57,1,,543900,543920,329725481
"Suwannee County, Florida",Suwannee County,Ghana,Ghana,Ghana,Florida,0,0,1,,188200,188168,329725481
"Suwannee County, Florida",Suwannee County,Greece,Greece,Greece,Florida,0,0,1,,121900,121928,329725481
"Suwannee County, Florida",Suwannee County,Grenada,Grenada,Grenada,Florida,0,0,1,,36200,36182,329725481
"Suwannee County, Florida",Suwannee County,Guatemala,Guatemala,Guatemala,Florida,0.000146662,149,1,,1015900,1015942,329725481
"Suwannee County, Florida",Suwannee County,Guyana,Guyana,Guyana,Florida,0,0,1,,280800,280822,329725481
"Suwannee County, Florida",Suwannee County,Haiti,Haiti,Haiti,Florida,0,0,1,,680900,680871,329725481
"Suwannee County, Florida",Suwannee County,Honduras,Honduras,Honduras,Florida,0.000326022,223,1,,684000,684003,329725481
"Suwannee County, Florida",Suwannee County,Hong Kong,Hong Kong,Hong Kong,Florida,0,0,1,,240200,240192,329725481
"Suwannee County, Florida",Suwannee County,Hungary,Hungary,Hungary,Florida,0,0,1,,65600,65582,329725481
"Suwannee County, Florida",Suwannee County,India,India,India,Florida,0,0,1,,2681200,2681209,329725481
"Suwannee County, Florida",Suwannee County,Indonesia,Indonesia,Indonesia,Florida,0,0,1,,97900,97876,329725481
"Suwannee County, Florida",Suwannee County,Iran,Iran,Iran,Florida,0,0,1,,391900,391865,329725481
"Suwannee County, Florida",Suwannee County,Iraq,Iraq,Iraq,Florida,0,0,1,,235100,235111,329725481
"Suwannee County, Florida",Suwannee County,Ireland,Ireland,Ireland,Florida,0,0,1,,121500,121499,329725481
"Suwannee County, Florida",Suwannee County,Israel,Israel,Israel,Florida,0,0,1,,140600,140559,329725481
"Suwannee County, Florida",Suwannee County,Italy,Italy,Italy,Florida,4.67E-05,15,1,,321500,321494,329725481
"Suwannee County, Florida",Suwannee County,Jamaica,Jamaica,Jamaica,Florida,5.09E-06,4,1,,786000,786044,329725481
"Suwannee County, Florida",Suwannee County,Japan,Japan,Japan,Florida,0,0,1,,345500,345530,329725481
"Suwannee County, Florida",Suwannee County,Jordan,Jordan,Jordan,Florida,0,0,1,,87200,87215,329725481
"Suwannee County, Florida",Suwannee County,Kazakhstan,Kazakhstan,Kazakhstan,Florida,0,0,1,,33900,33918,329725481
"Suwannee County, Florida",Suwannee County,Kenya,Kenya,Kenya,Florida,0,0,1,,150900,150926,329725481
"Suwannee County, Florida",Suwannee County,Korea,Korea,Korea,Florida,0,0,1,,1035300,1035281,329725481
"Suwannee County, Florida",Suwannee County,Kuwait,Kuwait,Kuwait,Florida,0,0,1,,33700,33670,329725481
"Suwannee County, Florida",Suwannee County,Laos,Laos,Laos,Florida,0,0,1,,178200,178195,329725481
"Suwannee County, Florida",Suwannee County,Latin America,Latin America,Latin America,Florida,7.62E-05,1710,1,1700,22435500,22435537,329725481
"Suwannee County, Florida",Suwannee County,Latvia,Latvia,Latvia,Florida,0,0,1,,23100,23070,329725481
"Suwannee County, Florida",Suwannee County,Lebanon,Lebanon,Lebanon,Florida,0,0,1,,132500,132520,329725481
"Suwannee County, Florida",Suwannee County,Liberia,Liberia,Liberia,Florida,0,0,1,,95300,95254,329725481
"Suwannee County, Florida",Suwannee County,Lithuania,Lithuania,Lithuania,Florida,0.000586201,20,1,,34100,34118,329725481
"Suwannee County, Florida",Suwannee County,MENA: Middle East* and North Africa,MENA: Middle East* and North Africa,MENA: Middle East* and North Africa,Florida,0,0,1,,1229800,1229834,329725481
"Suwannee County, Florida",Suwannee County,Macedonia,Macedonia,Macedonia,Florida,0,0,1,,27700,27747,329725481
"Suwannee County, Florida",Suwannee County,Malaysia,Malaysia,Malaysia,Florida,0,0,1,,81200,81169,329725481
"Suwannee County, Florida",Suwannee County,Mexico,Mexico,Mexico,Florida,5.63E-05,611,1,,10850300,10850260,329725481
"Suwannee County, Florida",Suwannee County,Micronesia,Micronesia,Micronesia,Florida,0,0,1,,30900,30920,329725481
"Suwannee County, Florida",Suwannee County,Middle Africa,Middle Africa,Middle Africa,Florida,0,0,1,,183800,183786,329725481
"Suwannee County, Florida",Suwannee County,Moldova,Moldova,Moldova,Florida,0,0,1,,52100,52107,329725481
"Suwannee County, Florida",Suwannee County,Morocco,Morocco,Morocco,Florida,0,0,1,,88100,88132,329725481
"Suwannee County, Florida",Suwannee County,Myanmar (Burma),Myanmar (Burma),Myanmar (Burma),Florida,0,0,1,,156000,155955,329725481
"Suwannee County, Florida",Suwannee County,Nepal,Nepal,Nepal,Florida,0,0,1,,153900,153937,329725481
"Suwannee County, Florida",Suwannee County,Netherlands,Netherlands,Netherlands,Florida,0,0,1,,84100,84052,329725481
"Suwannee County, Florida",Suwannee County,Nicaragua,Nicaragua,Nicaragua,Florida,0.000822123,204,1,,248100,248138,329725481
"Suwannee County, Florida",Suwannee County,Nigeria,Nigeria,Nigeria,Florida,0,0,1,,396600,396630,329725481
"Suwannee County, Florida",Suwannee County,Northern Africa,Northern Africa,Northern Africa,Florida,0,0,1,,408300,408257,329725481
"Suwannee County, Florida",Suwannee County,Northern America,Northern America,Northern America,Florida,5.07E-05,42,1,,828200,828196,329725481
"Suwannee County, Florida",Suwannee County,Northern Europe,Northern Europe,Northern Europe,Florida,4.19E-05,40,1,,954800,954833,329725481
"Suwannee County, Florida",Suwannee County,"Northern Triangle: El Salvador, Guatemala, Honduras","Northern Triangle: El Salvador, Guatemala, Honduras","Northern Triangle: El Salvador, Guatemala, Honduras",Florida,0.000120159,372,1,,3095900,3095903,329725481
"Suwannee County, Florida",Suwannee County,Norway,Norway,Norway,Florida,0.000408126,9,1,,22100,22052,329725481
"Suwannee County, Florida",Suwannee County,Oceania,Oceania,Oceania,Florida,0.000211027,61,1,,289100,289063,329725481
"Suwannee County, Florida",Suwannee County,Other Middle Africa,Other Middle Africa,Other Middle Africa,Florida,1,10,1,,0,10,329725481
"Suwannee County, Florida",Suwannee County,Pakistan,Pakistan,Pakistan,Florida,0,0,1,,386400,386353,329725481
"Suwannee County, Florida",Suwannee County,Panama,Panama,Panama,Florida,0,0,1,,105700,105684,329725481
"Suwannee County, Florida",Suwannee County,Peru,Peru,Peru,Florida,5.19E-05,24,1,,462200,462230,329725481
"Suwannee County, Florida",Suwannee County,Philippines,Philippines,the Philippines,Florida,2.72E-05,54,1,,1986600,1986609,329725481
"Suwannee County, Florida",Suwannee County,Poland,Poland,Poland,Florida,0,0,1,,419100,419099,329725481
"Suwannee County, Florida",Suwannee County,Portugal,Portugal,Portugal,Florida,0,0,1,,171500,171499,329725481
"Suwannee County, Florida",Suwannee County,Romania,Romania,Romania,Florida,0,0,1,,166700,166674,329725481
"Suwannee County, Florida",Suwannee County,Russia,Russia,Russia,Florida,9.81E-06,4,1,,407600,407564,329725481
"Suwannee County, Florida",Suwannee County,Saudi Arabia,Saudi Arabia,Saudi Arabia,Florida,0,0,1,,68900,68915,329725481
"Suwannee County, Florida",Suwannee County,Senegal,Senegal,Senegal,Florida,0,0,1,,31600,31620,329725481
"Suwannee County, Florida",Suwannee County,Serbia,Serbia,Serbia,Florida,0,0,1,,40500,40543,329725481
"Suwannee County, Florida",Suwannee County,Sierra Leone,Sierra Leone,Sierra Leone,Florida,0,0,1,,45200,45198,329725481
"Suwannee County, Florida",Suwannee County,Singapore,Singapore,Singapore,Florida,0,0,1,,35700,35722,329725481
"Suwannee County, Florida",Suwannee County,Somalia,Somalia,Somalia,Florida,0,0,1,,99900,99941,329725481
"Suwannee County, Florida",Suwannee County,South Africa,South Africa,South Africa,Florida,0,0,1,,111100,111143,329725481
"Suwannee County, Florida",Suwannee County,South America,South America,South America,Florida,6.20E-05,216,1,,3481300,3481333,329725481
"Suwannee County, Florida",Suwannee County,South Central Asia,South Central Asia,South Central Asia,Florida,0,0,1,,4223000,4223004,329725481
"Suwannee County, Florida",Suwannee County,South Eastern Asia,South Eastern Asia,South Eastern Asia,Florida,1.26E-05,54,1,,4288400,4288398,329725481
"Suwannee County, Florida",Suwannee County,Southern Africa,Southern Africa,Southern Africa,Florida,0,0,1,,115900,115860,329725481
"Suwannee County, Florida",Suwannee County,Southern Europe,Southern Europe,Southern Europe,Florida,2.02E-05,15,1,,741700,741689,329725481
"Suwannee County, Florida",Suwannee County,Spain,Spain,Spain,Florida,0,0,1,,120300,120292,329725481
"Suwannee County, Florida",Suwannee County,Sri Lanka,Sri Lanka,Sri Lanka,Florida,0,0,1,,54900,54882,329725481
"Suwannee County, Florida",Suwannee County,St. Vincent and the Grenadines,St. Vincent and the Grenadines,St. Vincent and the Grenadines,Florida,0,0,1,,23900,23936,329725481
"Suwannee County, Florida",Suwannee County,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Florida,0,0,1,,2069300,2069258,329725481
"Suwannee County, Florida",Suwannee County,Sudan,Sudan,Sudan,Florida,0,0,1,,54800,54762,329725481
"Suwannee County, Florida",Suwannee County,Sweden,Sweden,Sweden,Florida,0,0,1,,47500,47489,329725481
"Suwannee County, Florida",Suwannee County,Switzerland,Switzerland,Switzerland,Florida,0,0,1,,37300,37295,329725481
"Suwannee County, Florida",Suwannee County,Syria,Syria,Syria,Florida,0,0,1,,105800,105842,329725481
"Suwannee County, Florida",Suwannee County,Taiwan,Taiwan,Taiwan,Florida,0,0,1,,377800,377844,329725481
"Suwannee County, Florida",Suwannee County,Thailand,Thailand,Thailand,Florida,0,0,1,,255900,255891,329725481
"Suwannee County, Florida",Suwannee County,(All countries),Total immigrants,all countries,Florida,4.78E-05,2143,1,2100,44844800,44844808,329725481
"Suwannee County, Florida",Suwannee County,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,Florida,0,0,1,,231100,231139,329725481
"Suwannee County, Florida",Suwannee County,Turkey,Turkey,Turkey,Florida,0,0,1,,132900,132932,329725481
"Suwannee County, Florida",Suwannee County,Uganda,Uganda,Uganda,Florida,0,0,1,,32900,32934,329725481
"Suwannee County, Florida",Suwannee County,Ukraine,Ukraine,Ukraine,Florida,0,0,1,,373500,373476,329725481
"Suwannee County, Florida",Suwannee County,United Kingdom,United Kingdom,the United Kingdom,Florida,4.37E-05,31,1,,709800,709840,329725481
"Suwannee County, Florida",Suwannee County,Uruguay,Uruguay,Uruguay,Florida,0,0,1,,51500,51525,329725481
"Suwannee County, Florida",Suwannee County,Uzbekistan,Uzbekistan,Uzbekistan,Florida,0,0,1,,69400,69395,329725481
"Suwannee County, Florida",Suwannee County,Venezuela,Venezuela,Venezuela,Florida,0,0,1,,458000,457958,329725481
"Suwannee County, Florida",Suwannee County,Vietnam,Vietnam,Vietnam,Florida,0,0,1,,1347300,1347339,329725481
"Suwannee County, Florida",Suwannee County,Western Africa,Western Africa,Western Africa,Florida,0,0,1,,933900,933888,329725481
"Suwannee County, Florida",Suwannee County,Western Asia,Western Asia,Western Asia,Florida,0,0,1,,1190200,1190198,329725481
"Suwannee County, Florida",Suwannee County,Western Europe,Western Europe,Western Europe,Florida,6.14E-05,57,1,,927900,927870,329725481
"Suwannee County, Florida",Suwannee County,Yemen,Yemen,Yemen,Florida,0,0,1,,60900,60865,329725481
"Suwannee County, Florida",Suwannee County,Zimbabwe,Zimbabwe,Zimbabwe,Florida,0,0,1,,26100,26111,329725481
"Volusia County, Florida",Volusia County,Afghanistan,Afghanistan,Afghanistan,Florida,0.000126587,15,1,,118500,118496,329725481
"Volusia County, Florida",Volusia County,Africa,Africa,Africa,Florida,0.00111967,2774,1,2800,2477500,2477515,329725481
"Volusia County, Florida",Volusia County,Albania,Albania,Albania,Florida,0.000828762,84,1,,101400,101356,329725481
"Volusia County, Florida",Volusia County,Americas,Americas,Americas,Florida,0.001032079,24010,1,24000,23263700,23263733,329725481
"Volusia County, Florida",Volusia County,Argentina,Argentina,Argentina,Florida,0.00147327,290,1,,196800,196841,329725481
"Volusia County, Florida",Volusia County,Armenia,Armenia,Armenia,Florida,3.15E-05,3,1,,95100,95130,329725481
